"Month","Hour","DayOfWeek","Holiday","Temperature","Humidity","SquareFootage","Occupancy","HVACUsage","LightingUsage","RenewableEnergy","EnergyConsumption"
"5",8,"Sunday","Yes",24.30523476134897,39.64735370206936,1994.521688466431,7,"Off","Off",15.440169420805033,"87.50253005578077"
"7",12,"Thursday","No",28.1761003941524,41.565387406919605,1550.4632725506715,7,"On","Off",12.605628644098568,"75.1126098486629"
"6",8,"Sunday","No",29.76325035844921,43.59211036448886,1543.8862751104712,9,"On","On",17.11778517098362,"99.20112"
"8",10,"Monday","No",21.13141310835403,34.72503122254488,1531.526695853079,9,"On","Off",29.965327,"60.816639005890025"
"11",0,"Monday","No",28.20128396671334,50.8257732352933,1324.6085264523108,3,"On","On",16.776037478374263,"73.81639917781554"
"12",5,"Wednesday","No",23.14771395969388,39.08369526771222,1991.285296998525,2,"Off","Off",28.541500768117352,"68.77972994008236"
"1",2,"Friday","No",26.74814311381064,31.90025415059748,1562.8903729776987,2,"Off","On",11.306450924035405,"66.33714108671694"
"7",11,"Friday","No",20.044430031226053,44.46788974292488,1946.0232599931676,7,"On","On",11.5606105694936,"71.58594256139406"
"9",6,"Friday","No",24.00154527976945,34.00505258018138,1922.148410301574,9,"On","On",15.112822276275264,"65.47292205028987"
"6",13,"Saturday","Yes",26.800996699435117,30.015975,1411.1674328672805,3,"Off","On",8.605674071077235,"80.92495352644379"
"4",23,"Saturday","Yes",20.007565,35.31890617813257,1102.2268180397289,3,"Off","On",29.965327,"61.66682740990951"
"1",17,"Tuesday","Yes",25.480164067044672,55.32138505998299,1408.2789651901426,7,"On","Off",23.13402272938549,"76.07661992033586"
"2",7,"Saturday","Yes",24.00783052077012,58.43655229629276,1119.8457364537196,2,"On","Off",17.639878469055013,"83.40112430029193"
"2",15,"Thursday","Yes",28.54278846797212,36.45162732434207,1088.1122287357869,8,"On","On",5.477964582451403,"86.32516881485017"
"4",11,"Wednesday","No",26.761689864950068,55.68248823424947,1392.7700910585413,9,"On","Off",16.805434078663048,"76.11623599803713"
"10",0,"Saturday","Yes",22.28148351417461,52.93742630977759,1545.689809645438,9,"On","On",0.006642,"70.94592101991542"
"7",12,"Thursday","No",23.24279858769659,30.889293713391996,1160.361555208137,6,"On","Off",8.735614462945428,"80.52001385460353"
"1",2,"Thursday","Yes",29.625555535081773,39.95413532566071,1498.3211139128782,7,"On","Off",9.111346399611028,"89.63251802091851"
"6",14,"Friday","No",29.998671,44.94689833546493,1000.512661,6,"Off","Off",12.130622969589128,"72.3938597013158"
"5",0,"Wednesday","No",24.899735961650777,59.67322309295985,1423.4045136920508,4,"On","Off",0.9693309257590212,"74.2878168859596"
"2",13,"Tuesday","Yes",28.36480085636243,49.048739863844325,1766.2695206303051,9,"On","On",7.318066703223574,"92.0584687253053"
"6",19,"Tuesday","No",28.52152374234849,39.11823258496972,1999.982252,9,"On","Off",3.4110738139297148,"77.75481390597642"
"9",5,"Saturday","No",25.38848325316299,30.015975,1308.9902922582569,6,"On","Off",10.55357002192559,"77.27607163853168"
"7",21,"Friday","No",29.047918714633425,59.969085,1660.0639450780752,3,"Off","On",22.70461617994254,"88.43987830733074"
"2",9,"Wednesday","No",27.30160658005784,57.97120944168793,1250.386626124282,8,"Off","Off",3.496471017393413,"77.39459750442413"
"2",0,"Wednesday","No",20.279353479177804,44.43645509814304,1631.173685910648,4,"On","On",12.66861024928108,"63.29866799894341"
"9",22,"Friday","No",25.99573808051404,36.8061570755522,1801.85793431982,8,"On","On",21.155392534485944,"58.507400004848925"
"7",18,"Thursday","No",23.053227737208985,44.76734430784881,1269.412175472485,3,"Off","Off",0.006642,"54.30174641096504"
"8",22,"Sunday","Yes",26.610174257020503,33.58019193445641,1798.8623202277463,6,"Off","Off",12.01888273322568,"79.03870770650639"
"1",15,"Friday","No",28.90579614392616,52.564164664071725,1533.7253872408978,2,"Off","Off",15.954740269135147,"76.83539689058603"
"1",22,"Sunday","Yes",22.346768775282424,43.93800227790181,1950.881705484284,8,"Off","On",14.728614611783144,"74.83286862689855"
"10",7,"Sunday","Yes",26.66859095417914,57.09873765299275,1942.2469259718216,2,"On","On",0.006642,"74.34561924211289"
"10",9,"Sunday","No",29.94585604993237,37.248082083241385,1906.2224508488216,0,"On","On",11.900920438072918,"84.73207158836388"
"11",14,"Thursday","Yes",21.27150084182824,37.88156579302411,1915.8634018745663,3,"Off","On",29.932186599745176,"77.3826694378817"
"1",23,"Saturday","No",26.88056181693612,51.62348564090799,1118.1674861956114,4,"Off","On",16.40120436925499,"76.9339196411834"
"10",17,"Saturday","No",22.073738153892908,55.8735444126534,1306.3133315398084,9,"Off","Off",0.006642,"70.29712044083149"
"6",6,"Thursday","Yes",20.30326987865573,46.67347645642905,1817.4118357603556,3,"Off","Off",3.887867074717199,"58.32980937901675"
"4",2,"Tuesday","No",28.05367858861366,59.969085,1352.579385602265,1,"On","Off",0.006642,"77.12455070250803"
"11",14,"Wednesday","No",29.085975118564555,57.34323911759069,1691.7805665951237,9,"On","Off",21.713994352330005,"89.71448105174831"
"3",0,"Monday","Yes",23.18238548832678,59.969085,1853.0149209664332,6,"Off","On",19.047515830587223,"69.22858908755636"
"7",14,"Sunday","No",24.15007961258232,43.48791742335094,1999.982252,4,"On","On",3.949230394680793,"75.34842878231106"
"6",5,"Thursday","Yes",25.447078320321086,48.043236225181154,1657.2647740545772,8,"Off","Off",28.28218800152092,"83.35276289959235"
"3",17,"Sunday","Yes",29.998671,43.68319080539936,1039.2937835604237,7,"Off","Off",27.90545751329418,"79.33976799644509"
"1",16,"Thursday","Yes",23.33691173378429,46.07180199561191,1444.1292177596963,4,"Off","On",8.829936835497605,"71.58907832757887"
"Sep",18,"Wednesday","No",20.007565,59.969085,1611.4503984424125,6,"On","On",21.618634818734648,"58.54311584976599"
"1",15,"Thursday","No",22.590737356806944,54.804951803719845,1368.3134359589376,2,"On","Off",19.709819753616703,"75.02685535915874"
"5",6,"Sunday","Yes",25.81877438281068,46.571862922850734,1205.7582196474484,9,"Off","Off",24.92392576654976,"78.19763228219948"
"7",11,"Thursday","Yes",24.489144782172847,38.46307350685063,1033.2583488833957,9,"Off","Off",6.592090389402277,"74.89602406173996"
"4",20,"Thursday","Yes",23.176089074763556,37.78738125838877,1960.0391366579004,6,"On","Off",25.46345658718092,"80.32170098596285"
"6",9,"Tuesday","No",24.817501512287848,49.26728810543949,1000.512661,6,"On","Off",14.701169955062404,"80.45412217937172"
"1",15,"Monday","Yes",28.82222696248394,36.07354817760383,1581.5527681118588,9,"On","Off",28.184902770905992,"86.26459141524661"
"1",20,"Monday","Yes",25.154023578344663,37.59348909576118,1869.5985483259635,6,"Off","On",5.176600386842958,"79.43136341116085"
"9",10,"Friday","No",25.375912155173246,30.015975,1999.982252,1,"On","Off",0.006642,"76.43300328777627"
"10",7,"Thursday","No",20.743014618904528,50.10660272985202,1224.7106932099234,1,"Off","On",17.30529698910837,"60.021594595411365"
"4",3,"Wednesday","No",28.822637725233363,36.280131928597214,1383.716998755361,9,"On","Off",29.679094644491805,"84.38631228746495"
"3",16,"Thursday","Yes",20.007565,55.08384984543914,1656.1432099843091,7,"Off","On",1.2017707924114909,"53.263278"
"1",3,"Saturday","No",22.76553909077793,41.41677493407828,1663.8554617224563,0,"Off","On",1.1181462185285485,"69.07359498820098"
"1",21,"Thursday","No",24.04782382798048,54.58723427149225,1758.4183587263203,8,"On","Off",14.16224654209328,"83.2193950399079"
"2",6,"Monday","Yes",23.75753049405686,32.637693888999905,1131.5959618534448,9,"On","On",8.01588239563828,"82.21006924138484"
"8",8,"Saturday","No",29.105354374605437,57.18372753907864,1564.5446408163873,3,"On","Off",29.66231203831156,"90.5990838361638"
"6",12,"Tuesday","Yes",26.31461025814824,41.8512299297467,1066.085982092177,2,"Off","On",10.916658251778186,"72.18092210861654"
"9",13,"Thursday","No",25.972271058991858,50.01889718314892,1450.942067232418,2,"Off","Off",16.497403614347146,"75.21789312518247"
"11",16,"Sunday","No",22.906158524914776,41.76961376775097,1999.982252,0,"Off","On",14.535300485459985,"75.78799906711599"
"7",3,"Sunday","Yes",29.918596523258728,49.73275844516956,1999.982252,3,"Off","Off",16.48020057613968,"97.97098126231587"
"1",5,"Wednesday","No",21.42294504660759,36.69059473071246,1525.6152138190907,6,"Off","On",12.26652044741056,"62.863458827698935"
"11",5,"Saturday","No",28.048138551823616,55.90328622932028,1404.8820595740249,9,"Off","Off",7.634727803159805,"83.27307263074937"
"2",11,"Monday","No",22.61562250076103,59.66429932185956,1249.8563908879178,4,"Off","On",29.745693474658868,"72.99207937332126"
"5",19,"Friday","Yes",24.633376039678787,59.46211400000648,1536.1893798758235,3,"On","Off",16.85191643833758,"71.7505979287167"
"9",2,"Sunday","No",21.107068485004486,37.32227368846588,1834.6866952671987,5,"Off","Off",9.419972094772636,"71.38473142773213"
"10",10,"Saturday","No",24.62629986134352,30.015975,1066.502384713399,6,"On","Off",9.769529436559502,"82.01673319696957"
"3",12,"Tuesday","No",20.007565,53.41834693428356,1620.275147951559,4,"Off","On",0.006642,"72.58190398071163"
"12",8,"Tuesday","No",23.17965397195363,53.752149540390846,1720.8890739282251,8,"On","Off",9.10432383578508,"86.97864921568635"
"5",12,"Sunday","No",29.998671,34.46714850314757,1343.3387837568946,8,"On","On",11.790756394451687,"90.75897734778614"
"8",7,"Tuesday","Yes",20.024667906297303,54.72707250009737,1098.6119967485035,2,"Off","Off",3.3793011055198945,"65.48017802894572"
"1",3,"Monday","No",22.14574819875171,52.819025387718185,1832.676208336783,9,"Off","On",4.259275040113218,"74.84384965506081"
"5",23,"Tuesday","No",20.26609400763081,49.00269001604565,1255.0574601358092,3,"Off","On",0.006642,"65.15702635208137"
"12",18,"Wednesday","Yes",22.697063258265512,51.09118493029686,1726.6418484958754,9,"Off","Off",29.965327,"80.45942211221626"
"9",17,"Tuesday","Yes",24.340309399341493,32.091693678611136,1481.676151452076,4,"On","Off",18.444812795002708,"71.59992847144785"
"6",14,"Sunday","Yes",27.338689127193632,56.350300710169584,1343.7243594543525,9,"Off","Off",28.16059568497474,"75.02585820555574"
"6",13,"Thursday","No",24.340909715130685,51.320922416453605,1754.487226894574,9,"Off","On",19.40517384791306,"69.75830325104226"
"5",3,"Tuesday","No",22.77880452288735,53.62817683067679,1260.4981650101795,7,"Off","On",22.671230742389728,"72.33262581306836"
"11",9,"Sunday","Yes",29.998671,59.969085,1978.5560450514904,6,"Off","On",9.767159148464147,"84.80913348940527"
"1",14,"Friday","No",24.2115865772396,37.9585969068838,1792.7198944974648,1,"On","Off",23.630190226277545,"79.257313029097"
"1",19,"Friday","No",24.74475302503648,30.16745157755969,1866.0889864799235,0,"On","On",8.620037739243363,"79.80025010450828"
"6",5,"Monday","Yes",21.820192986472374,43.85588642882118,1065.558383094768,6,"Off","On",15.475159377891195,"70.94233652753037"
"10",1,"Tuesday","No",21.063509699327906,36.28474033160812,1687.2477398590204,7,"Off","On",0.8706055510826611,"68.06252735236299"
"11",11,"Saturday","Yes",27.168214552835984,50.02760564374726,1840.6312708434923,2,"Off","Off",24.89089561015905,"78.49259325462457"
"6",12,"Saturday","Yes",20.155882050569048,55.791511223026525,1267.218690184574,6,"On","On",7.898534446322193,"67.45955967580736"
"10",21,"Sunday","Yes",29.332229912140864,46.77492572613053,1080.4636886382627,5,"Off","On",23.95692369803711,"90.4479646362454"
"9",10,"Friday","No",25.25796776321711,35.39948122344702,1922.7902168457165,4,"Off","Off",14.101835043760952,"88.79933325097711"
"6",7,"Friday","Yes",20.306416657187366,37.84233721674403,1369.856802106873,2,"Off","Off",22.662494452330435,"65.72716329522987"
"6",11,"Monday","Yes",20.251482550728568,32.09043132877263,1999.982252,2,"Off","On",22.84820455399201,"75.1934460809319"
"Sep",15,"Friday","No",27.84963822652162,42.092687737373296,1605.14305950964,2,"Off","Off",29.965327,"80.91598283531752"
"7",7,"Sunday","No",26.596290580131416,59.969085,1999.982252,4,"Off","On",3.680970211177917,"72.68710220907691"
"9",14,"Saturday","No",26.55138491780661,48.62232639211973,1710.0833339799203,2,"On","Off",14.565744932493391,"94.53106501032678"
"1",0,"Tuesday","No",25.080881384605885,59.67153433028882,1897.7022242369349,8,"Off","Off",14.391799747910376,"75.91390632236421"
"1",7,"Monday","No",20.98606705236942,59.66964946734221,1764.5174422999548,2,"On","Off",8.495498820113351,"64.36966291489324"
"1",5,"Thursday","Yes",27.32678191730368,51.07481120810857,1920.44077996975,0,"Off","On",0.7025888437679417,"72.64321480838069"
"9",10,"Wednesday","No",24.76993622573345,40.821274683097904,1783.160367064709,0,"Off","Off",6.672723278152196,"69.39736358249118"
"9",19,"Friday","No",20.39851717755385,37.10899079380294,1886.218655128012,7,"Off","On",24.423509721092167,"71.7113829227417"
"3",11,"Monday","Yes",27.817635394967414,48.2563366010021,1745.5081693001714,2,"On","On",26.609427467883968,"79.35142370539545"
"5",18,"Wednesday","Yes",29.029552307082675,43.88784924316475,1633.7263318044115,8,"Off","On",12.60291585820887,"95.3719427473939"
"10",11,"Sunday","Yes",20.007565,48.31444034851791,1034.9177790739614,9,"Off","Off",26.953926971706,"67.58202015175526"
"12",1,"Friday","Yes",21.886484558899276,59.597130778478274,1717.701891720008,4,"Off","Off",16.772761043057635,"76.11114591857094"
"11",23,"Thursday","No",20.78759285299188,47.51922111322216,1999.982252,6,"On","On",2.568503996436704,"64.28818377811413"
"9",0,"Tuesday","No",20.007565,58.143103776549054,1566.5439967752386,6,"On","Off",5.430655403110393,"74.7725615889017"
"9",13,"Monday","No",26.87114814471552,48.429788450424766,1239.4142539583115,0,"On","On",16.418452830554685,"71.1593065701513"
"1",16,"Sunday","No",26.94394100605918,31.95760009430581,1846.2665671519608,0,"On","On",0.0684567428635662,"80.04392593841625"
"4",13,"Monday","Yes",23.544886791123137,42.7449391222017,1715.3002848397696,3,"On","Off",17.94598154407626,"78.53557095611578"
"3",2,"Tuesday","Yes",24.12630445526786,47.58326029554092,1471.084918381,3,"On","On",28.430274239121903,"77.96570147718589"
"2",5,"Tuesday","No",25.520464254853323,51.50257537307636,1024.292133936398,1,"On","Off",2.405428678677297,"79.29740483103579"
"3",19,"Sunday","Yes",23.307097908491446,39.85750491832213,1348.5092559298214,1,"Off","Off",0.006642,"74.68481716607243"
"12",19,"Friday","No",25.0175974398574,50.468351486004266,1493.8502896776322,9,"Off","Off",5.268603902750986,"56.46027371515038"
"3",13,"Sunday","Yes",23.40188235405708,40.223525673421975,1214.2248989022928,7,"Off","Off",28.425328288832414,"70.73511084775564"
"1",3,"Monday","Yes",21.905272176615327,56.233381450685926,1149.302505735173,1,"Off","On",5.031505202544723,"78.39455065208094"
"11",0,"Tuesday","Yes",26.370904597489783,41.62285316201231,1379.7006253533086,4,"On","On",26.430583072285057,"74.2755173162955"
"5",20,"Saturday","No",21.79912657231377,59.969085,1404.4029042214552,8,"Off","Off",13.782699853581462,"64.76271933429973"
"12",19,"Sunday","Yes",29.998671,45.0745205937166,1538.2985368944103,6,"Off","Off",18.886128601093,"89.86056542016965"
"12",13,"Thursday","Yes",25.94080273552765,59.969085,1793.0374455755737,4,"On","On",8.650234914156773,"57.109300577425294"
"7",18,"Thursday","No",25.04114649541232,44.10093561987515,1285.4780447495696,5,"On","On",6.35768505050237,"84.85221378917227"
"4",13,"Tuesday","No",29.75197319206608,53.8474912869398,1224.405519035379,0,"Off","On",25.799641181721583,"73.55912548571428"
"11",18,"Monday","No",26.772464271502425,31.436459830619334,1999.982252,6,"On","On",1.0743623528586903,"69.62820114473332"
"6",21,"Thursday","No",21.49783519277754,54.40546071984021,1743.398685393045,6,"On","Off",29.965327,"66.77766663180499"
"4",23,"Sunday","Yes",24.10041459096164,30.015975,1306.642533088253,6,"Off","Off",9.755869511831367,"83.589259889731"
"4",16,"Saturday","No",23.07122778613704,37.77566655847185,1495.3662578319547,0,"Off","Off",0.006642,"71.1094129205801"
"10",0,"Tuesday","Yes",28.29691714725922,43.443930295388085,1546.1995262248054,4,"Off","Off",18.07065524094706,"89.99802990731887"
"12",9,"Thursday","No",29.3374540102012,30.015975,1633.8302241047609,1,"On","Off",13.272474323314755,"69.05784519498613"
"12",9,"Monday","Yes",20.007565,46.88529366870446,1712.2593063602556,7,"On","Off",25.627520454146417,"60.41057277483144"
"12",12,"Tuesday","Yes",24.97521821502018,31.254243363930104,1753.0492939938465,7,"Off","Off",23.08878110109069,"73.04899060089247"
"2",23,"Tuesday","Yes",27.44671039415382,54.860618093689496,1072.0455380092155,6,"Off","On",16.051622881431978,"74.32750630049969"
"1",8,"Thursday","Yes",20.751795991734028,44.10279929107424,1960.7019967770807,5,"Off","On",22.33604308552978,"64.15908028277804"
"11",5,"Monday","No",25.17461671844941,59.969085,1582.2322597238094,3,"Off","Off",22.937853074741167,"nan"
"1",23,"Saturday","No",26.118115570247543,43.02256193903126,1576.980678671664,2,"Off","Off",5.335458010136476,"69.36561643713308"
"1",1,"Tuesday","No",23.751219493408858,49.32718644567024,1603.5759297573627,9,"On","On",0.1204187478494189,"83.90650416809571"
"8",1,"Sunday","No",22.305265872039623,54.88947474083972,1370.2204952854845,9,"On","Off",29.49811376296773,"75.62449326612617"
"2",2,"Tuesday","No",21.53636417400153,54.37553320435407,1740.0478370226792,4,"Off","Off",24.01940250917816,"67.42856121374454"
"12",7,"Sunday","Yes",23.156253668565707,57.83533913875178,1000.512661,7,"On","Off",9.718644787988367,"78.3446917656754"
"12",17,"Thursday","No",29.998671,30.015975,1320.532256209637,3,"Off","Off",17.313585655825367,"78.60986303786481"
"11",4,"Thursday","Yes",26.072569394702853,30.312862135481023,1692.4051651355344,1,"On","On",5.861742407061094,"88.04404766107284"
"3",17,"Sunday","Yes",27.18639237948464,42.95511463223526,1833.015553054244,0,"Off","Off",7.598554696445904,"76.04496327502544"
"11",9,"Saturday","Yes",29.571154566429826,31.08106937996597,1860.962220017054,3,"Off","Off",0.4187113001639861,"86.7373135959226"
"6",17,"Tuesday","Yes",28.620071739220812,40.06068039349034,1999.982252,3,"Off","Off",7.040571513105492,"76.70000971391477"
"1",0,"Thursday","No",20.76246135401603,30.50361681291639,1736.014902844016,4,"On","Off",8.830312238974479,"76.93645309620132"
"5",15,"Monday","Yes",27.219768564798407,32.504852174534776,1523.9671847878185,6,"On","Off",7.601981733314867,"77.55047157303498"
"10",16,"Wednesday","Yes",22.434519373297665,49.493186100907536,1693.5771031711572,8,"Off","Off",0.006642,"82.26118789870513"
"10",20,"Wednesday","Yes",21.32926935729788,40.410109109960985,1828.3389458103024,3,"Off","On",2.357331781118768,"75.25245224353574"
"12",13,"Friday","No",20.47727108053455,37.54686750710838,1645.301951459067,6,"Off","On",1.808570390729074,"61.14738730428611"
"2",1,"Saturday","Yes",26.580330970873096,46.390394485948775,1665.3254833263572,2,"On","Off",29.74952631639369,"80.01859291511454"
"6",11,"Monday","No",23.30751415901094,30.577417614821695,1469.9234984156296,0,"On","On",14.218693083386436,"64.70890007723482"
"9",9,"Thursday","Yes",28.557559528262495,58.00749033717037,1834.6321842019408,2,"Off","Off",6.781375103600638,"81.27662201509924"
"8",18,"Saturday","Yes",25.71042705564448,36.857849681583176,1899.2725467717771,4,"Off","Off",9.196624445390812,"99.20112"
"1",0,"Wednesday","Yes",26.286906188021035,40.70675768151472,1384.3252560857636,3,"On","On",9.713536759245526,"75.98238074965289"
"July",15,"Friday","No",28.670782812698167,58.67483582101863,1441.9280987184638,5,"Off","Off",24.22461593030205,"78.918440760351"
"3",2,"Friday","No",23.85588823384093,50.97256659820737,1382.836248813041,0,"Off","On",0.006642,"69.45293030093785"
"3",1,"Monday","No",24.468534816950925,52.76954520128144,1864.0412654339668,5,"Off","Off",7.47212825870076,"71.52758337925422"
"11",23,"Sunday","Yes",28.497346648779853,35.89252535460507,1930.234300822855,3,"Off","On",2.433819940500114,"72.57862078207665"
"4",21,"Friday","No",29.69515739848251,39.2096681214953,1532.154100300089,9,"Off","Off",29.045518034897064,"97.89930404412928"
"5",22,"Thursday","No",29.01301543087444,47.42793185319066,1999.982252,9,"On","On",3.704060516869292,"75.0283976909627"
"4",22,"Friday","No",28.41423039752408,41.01424351094727,1937.6432047861208,0,"On","Off",16.505521579402235,"77.73029866301789"
"12",7,"Thursday","Yes",27.863370271266444,30.015975,1281.5202556500444,8,"Off","On",5.686234763256034,"82.49445700326581"
"4",0,"Tuesday","No",21.870707336633654,47.77618579905389,1419.720259846889,9,"Off","Off",7.826076549938383,"68.62115248859212"
"12",13,"Thursday","Yes",26.64933715608022,59.969085,1274.4600136718402,6,"On","Off",13.837523818562024,"89.30793575427326"
"3",18,"Thursday","Yes",25.286671121966982,59.969085,1765.7567866707327,2,"Off","Off",6.81630197763981,"78.11082182844528"
"5",6,"Wednesday","No",29.998671,47.44470105151145,1999.982252,9,"Off","On",4.318800647959759,"82.09289632172379"
"6",9,"Wednesday","No",20.007565,41.29108826560483,1135.7798873821273,5,"On","Off",14.980238821851207,"67.0411443361809"
"9",23,"Monday","No",20.007565,42.48558108779373,1999.982252,9,"On","On",3.712882301986735,"71.76843932138085"
"6",20,"Saturday","No",28.54255202083465,49.04102534988407,1130.7589591029582,2,"Off","Off",19.713409562537706,"89.41879131869085"
"1",8,"Saturday","No",25.39199937425648,46.399364049557406,1240.309223721734,6,"On","Off",2.3075954692088576,"78.20623587095885"
"12",18,"Friday","No",29.28610331439125,36.52370430545604,1290.7793969520606,0,"On","On",7.147119862028385,"69.27446786082966"
"4",4,"Saturday","Yes",26.7798073925916,57.63916954347939,1000.512661,3,"Off","Off",12.691017841997503,"67.32280790400327"
"6",3,"Wednesday","Yes",21.10105628900331,57.711831628132494,1407.759186275748,5,"On","On",5.293339171027835,"56.89133676742404"
"4",14,"Wednesday","No",27.934274456895157,51.660430990033866,1801.0772763461125,3,"Off","On",27.28138929649836,"72.68313605382086"
"5",9,"Monday","No",27.48489183222328,41.97839312246083,1805.1946967173008,8,"On","Off",13.299551101004448,"75.73681552960069"
"3",18,"Sunday","No",20.007565,40.30157460764219,1749.429145926023,6,"Off","On",29.965327,"62.84342852450534"
"12",16,"Wednesday","Yes",21.86694997061733,30.015975,1832.7054086337464,3,"On","On",7.363981269737649,"88.64617606582544"
"7",17,"Monday","No",28.968722185194647,39.82392818881345,1467.7822507543983,9,"Off","Off",6.560347632016367,"80.39129503611375"
"July",9,"Saturday","Yes",29.998671,57.9663626851448,1738.719998032937,1,"On","Off",14.572460000254203,"88.36610874740275"
"7",23,"Sunday","Yes",29.998671,52.49486031725283,1135.6185278911114,6,"Off","On",26.354177712546782,"81.91190659929298"
"1",14,"Monday","Yes",27.7663428756868,58.50555770627237,1341.8115846534404,1,"Off","On",21.061106246917827,"83.24548578666972"
"10",0,"Monday","No",22.932629591785613,51.8753248205144,1542.7262189532769,2,"On","Off",4.8515350804044886,"66.05936686473527"
"4",10,"Tuesday","No",24.054281656864877,49.72034299679628,1642.052692195654,3,"Off","Off",0.006642,"63.49438420953535"
"2",20,"Thursday","No",28.78103161304,36.29830929818879,1153.793052885513,1,"Off","On",25.61280220282524,"79.66377870761887"
"8",2,"Saturday","No",21.634309165031908,44.18212559160002,1014.9365560536072,9,"Off","On",17.880912157358576,"77.97886703850463"
"6",15,"Saturday","Yes",24.449665863222325,40.18429906502976,1935.658870910872,5,"On","On",18.558453878725395,"82.71158421585233"
"3",20,"Friday","No",23.558865922184932,51.24647671073609,1050.579412110074,3,"On","On",29.965327,"74.7098459837359"
"2",21,"Saturday","Yes",21.096889670780293,47.19790617165231,1353.0032188672503,9,"On","On",28.51762602217769,"67.73072438312461"
"8",17,"Saturday","No",29.998671,59.969085,1468.747334394463,1,"Off","Off",8.515391473613104,"99.20112"
"11",15,"Monday","Yes",20.42460039818282,46.44792065960218,1260.6094005521866,3,"Off","On",19.872386906159,"72.09875390637416"
"7",9,"Monday","No",24.314067781054924,32.81742839896882,1883.276281987401,5,"Off","Off",22.80309483267532,"88.94795479649851"
"5",23,"Friday","Yes",23.389491292879963,35.78047683032989,1610.3168603908105,7,"On","Off",18.709087365858803,"73.94472464306182"
"1",18,"Tuesday","Yes",27.22115683760672,47.93821553745259,1056.6581369530395,1,"On","On",24.15197618300661,"76.85500688033403"
"2",17,"Tuesday","No",25.64901832175352,57.80122107396425,1126.8202268830926,6,"Off","Off",15.2914998908365,"73.9768404279642"
"1",0,"Thursday","No",25.38331635956952,54.197723552995896,1994.8532337170177,1,"Off","On",17.175717983827866,"68.5608633379115"
"10",0,"Tuesday","No",20.458532782241104,31.070952238129998,1843.5730175216704,4,"On","On",20.723410717141565,"90.71539246356306"
"1",2,"Wednesday","No",24.101967995806724,48.45331094302217,1968.0387169273515,4,"On","On",8.520215595631326,"75.69639299898678"
"10",7,"Saturday","Yes",26.474837045249743,48.58750216244091,1019.5578195146384,2,"Off","On",27.23112759011078,"78.06546155518397"
"6",15,"Monday","No",25.218541084378348,37.42985320981913,1683.034343944703,1,"Off","On",3.6595545548662063,"59.79184653570683"
"6",20,"Friday","No",20.007565,47.65073479832157,1119.3390760821162,0,"Off","On",11.67847654487938,"70.03215162650021"
"9",6,"Wednesday","No",22.6652360742363,53.64361167741899,1832.949870618156,5,"On","On",17.046807120163898,"72.30662711687371"
"7",6,"Wednesday","No",20.007565,59.04806438151736,1263.566935290141,0,"On","On",19.76166852961072,"55.27499282112622"
